model,data_source,train_rows,test_rows,feature_count,train_months,test_month,train_r2,test_r2,train_mean_baseline_test_r2,test_mae,test_rmse,test_median_absolute_error,test_mean_actual_close_price,test_median_actual_close_price,test_mean_predicted_close_price,test_median_predicted_close_price,design_matrix_rank,design_matrix_columns_including_intercept
Linear Regression (ordinary least squares),/Users/HP/Documents/IDX Exchange/W3 Data Preprocessing/cleaned_crmls_sfr_train_test.csv,129972,12024,93,202505-202604,202605,0.018007699603819538,0.3638566589255916,-0.0005155470628463998,528941.6619054824,1338397.1748068228,349108.423070674,1309788.5996091152,930000.0,1389709.5817563636,1203119.8069659914,91,94
